Scheduled Charges,Refresh key: Charge Code,Refresh key: Lease ID,Unit Type,Property,Related Import Lease,Import Lease - Lease - Record ID#,Related Import Lease (ref),xQuery - Related Lease,Date Created,Date Modified,Record ID#,Record Owner,Last Modified By,Refresh key
$670,Base Rent,R13337986,D1,Academy Lincoln,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11647,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13337986_Base Rent
$645,Base Rent,R13339157,D1,Academy Lincoln,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11648,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339157_Base Rent
$30,Uncovered Garage Parking,R13338925,D1,Academy Lincoln,,,,"30,896",03-23-2022 06:41 PM,03-23-2022 06:41 PM,11649,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13338925_Uncovered Garage Parking
$645,Base Rent,R13338925,D1,Academy Lincoln,,,,"30,896",03-23-2022 06:41 PM,03-23-2022 06:41 PM,11650,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13338925_Base Rent
$55,Covered Parking,R13339464,D1,Academy Lincoln,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11651,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339464_Covered Parking
$645,Base Rent,R13339464,D1,Academy Lincoln,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11652,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339464_Base Rent
$30,Uncovered Garage Parking,R13334918,D1,Academy Lincoln,,,,"32,518",03-23-2022 06:41 PM,03-23-2022 06:41 PM,11653,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13334918_Uncovered Garage Parking
$645,Base Rent,R13334918,D1,Academy Lincoln,,,,"32,518",03-23-2022 06:41 PM,03-23-2022 06:41 PM,11654,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13334918_Base Rent
$645,Base Rent,R13339353,D1,Academy Lincoln,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11655,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339353_Base Rent
$645,Base Rent,R13333838,D1,Academy Lincoln,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11656,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13333838_Base Rent
$645,Base Rent,R13340286,Not Selected,Academy Lincoln,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11657,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340286_Base Rent
$645,Base Rent,R13339360,Not Selected,Academy Lincoln,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11658,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339360_Base Rent
$75,Garage Parking,R13334050,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11659,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13334050_Garage Parking
"$1,695",Base Rent,R13281044,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11660,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13281044_Base Rent
$75,Garage Parking,R13318336,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11661,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13318336_Garage Parking
"$1,675",Base Rent,R13318336,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11662,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13318336_Base Rent
$10,Landlord Personal Property Protection Program,R13318336,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11663,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13318336_Landlord Personal Property Protection Program
$75,Garage Parking,R13247964,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11664,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13247964_Garage Parking
"$1,685",Base Rent,R13188022,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11665,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13188022_Base Rent
"$1,695",Base Rent,R13314831,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11666,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13314831_Base Rent
$75,Garage Parking,R13270954,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11667,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13270954_Garage Parking
$75,Garage Parking,R13325134,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11668,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13325134_Garage Parking
$75,Garage Parking,R13327905,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11669,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13327905_Garage Parking
$75,Garage Parking,R13334561,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11670,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13334561_Garage Parking
$75,Garage Parking,R13271368,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11671,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13271368_Garage Parking
"$1,780",Base Rent,R13313320,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11672,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13313320_Base Rent
$10,Landlord Personal Property Protection Program,R13313875,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11673,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13313875_Landlord Personal Property Protection Program
$6,Landlord Liability Protection Plan,R13313875,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11674,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13313875_Landlord Liability Protection Plan
"$1,780",Base Rent,R13337819,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11675,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13337819_Base Rent
"$1,745",Base Rent,R13314001,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11676,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13314001_Base Rent
$75,Garage Parking,R13292340,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11677,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13292340_Garage Parking
"$1,845",Base Rent,R13278518,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11678,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13278518_Base Rent
"$1,880",Base Rent,R13337888,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11679,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13337888_Base Rent
$75,Garage Parking,R13337027,A1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11680,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13337027_Garage Parking
"$1,255",Base Rent,R13335896,B1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11681,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13335896_Base Rent
"$1,255",Base Rent,R13335898,B1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11682,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13335898_Base Rent
"$1,195",Base Rent,R13324628,B1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11683,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13324628_Base Rent
$6,Landlord Personal Property Protection Program,R13324628,B1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11684,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13324628_Landlord Personal Property Protection Program
$10,Landlord Personal Property Protection Program,R13205277,B1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11685,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13205277_Landlord Personal Property Protection Program
$75,Garage Parking,R13320143,B1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11686,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13320143_Garage Parking
$10,Landlord Personal Property Protection Program,R13332611,B1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11687,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13332611_Landlord Personal Property Protection Program
"$1,255",Base Rent,R13338203,B1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11688,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13338203_Base Rent
$75,Garage Parking,R13338203,B1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11689,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13338203_Garage Parking
"$1,255",Base Rent,R13339377,B1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11690,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339377_Base Rent
"$1,255",Base Rent,R13339379,B1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11691,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339379_Base Rent
"$1,405",Base Rent,R13340903,B1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11692,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340903_Base Rent
"$1,255",Base Rent,R13340898,B1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11693,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340898_Base Rent
$10,Landlord Personal Property Protection Program,R13317768,C1,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11694,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13317768_Landlord Personal Property Protection Program
"$1,155",Base Rent,R13340262,C2,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11695,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340262_Base Rent
"$1,205",Base Rent,R13342164,C2,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11696,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13342164_Base Rent
"$1,205",Base Rent,R13342266,C2,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11697,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13342266_Base Rent
"$1,155",Base Rent,R13340267,C2,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11698,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340267_Base Rent
"$1,155",Base Rent,R13340265,C2,Everly on The Loop,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11699,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340265_Base Rent
$850,Base Rent,R13336304,D1,Shortbread Lofts,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11700,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13336304_Base Rent
$850,Base Rent,R13340377,D1,Shortbread Lofts,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11701,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340377_Base Rent
"$1,125",Base Rent,R13312410,D2,Shortbread Lofts,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11702,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13312410_Base Rent
$35,Pet Rent,R13214291,A1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11703,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13214291_Pet Rent
$20,Garage Parking,R13312129,A1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11704,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13312129_Garage Parking
"$1,180",Base Rent,R13315200,A1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11705,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13315200_Base Rent
$35,Pet Rent,R13215547,A1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11706,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13215547_Pet Rent
$20,Garage Parking,R13150534,A1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11707,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13150534_Garage Parking
"$1,165",Base Rent,R13331284,A1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11708,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13331284_Base Rent
$20,Garage Parking,R13331284,A1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11709,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13331284_Garage Parking
$20,Garage Parking,R13311459,B1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11710,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13311459_Garage Parking
$990,Base Rent,R13337327,B1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11711,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13337327_Base Rent
$20,Garage Parking,R13317850,B1 ALT,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11712,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13317850_Garage Parking
$845,Base Rent,R13282638,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11713,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13282638_Base Rent
$20,Garage Parking,R13221367,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11714,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13221367_Garage Parking
$860,Base Rent,R13221367,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11715,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13221367_Base Rent
$845,Base Rent,R13325184,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11716,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13325184_Base Rent
$845,Base Rent,R13272149,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11717,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13272149_Base Rent
$845,Base Rent,R13280426,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11718,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13280426_Base Rent
$845,Base Rent,R13280424,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11719,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13280424_Base Rent
$845,Base Rent,R13328219,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11720,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13328219_Base Rent
$20,Garage Parking,R13340580,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11721,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340580_Garage Parking
$845,Base Rent,R13340580,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11722,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340580_Base Rent
$845,Base Rent,R13340458,D1,SOVA,,,,"30,784",03-23-2022 06:41 PM,03-23-2022 06:41 PM,11723,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340458_Base Rent
$845,Base Rent,R13339955,D1,SOVA,,,,"35,441",03-23-2022 06:41 PM,03-23-2022 06:41 PM,11724,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339955_Base Rent
$845,Base Rent,R13338956,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11725,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13338956_Base Rent
$845,Base Rent,R13339919,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11726,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339919_Base Rent
$845,Base Rent,R13340107,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11727,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340107_Base Rent
$845,Base Rent,R13339557,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11728,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339557_Base Rent
$845,Base Rent,R13334251,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11729,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13334251_Base Rent
$845,Base Rent,R13340600,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11730,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340600_Base Rent
$845,Base Rent,R13331009,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11731,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13331009_Base Rent
$845,Base Rent,R13340026,D1,SOVA,,,,"30,670",03-23-2022 06:41 PM,03-23-2022 06:41 PM,11732,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340026_Base Rent
$845,Base Rent,R13340100,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11733,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340100_Base Rent
$845,Base Rent,R13340079,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11734,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340079_Base Rent
$845,Base Rent,R13338989,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11735,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13338989_Base Rent
$845,Base Rent,R13340846,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11736,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340846_Base Rent
$845,Base Rent,R13336183,D1,SOVA,,,,"34,341",03-23-2022 06:41 PM,03-23-2022 06:41 PM,11737,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13336183_Base Rent
$845,Base Rent,R13339152,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11738,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339152_Base Rent
$845,Base Rent,R13339006,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11739,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339006_Base Rent
$845,Base Rent,R13339915,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11740,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339915_Base Rent
$845,Base Rent,R13339329,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11741,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339329_Base Rent
$845,Base Rent,R13339858,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11742,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339858_Base Rent
$845,Base Rent,R13340749,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11743,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340749_Base Rent
$845,Base Rent,R13340506,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11744,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340506_Base Rent
$845,Base Rent,R13340974,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11745,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340974_Base Rent
$845,Base Rent,R13340579,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11746,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340579_Base Rent
$845,Base Rent,R13340099,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11747,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340099_Base Rent
$845,Base Rent,R13328928,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11748,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13328928_Base Rent
$845,Base Rent,R13339925,D1,SOVA,,,,"31,662",03-23-2022 06:41 PM,03-23-2022 06:41 PM,11749,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339925_Base Rent
$20,Garage Parking,R13339925,D1,SOVA,,,,"31,662",03-23-2022 06:41 PM,03-23-2022 06:41 PM,11750,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339925_Garage Parking
$845,Base Rent,R13339115,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11751,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339115_Base Rent
$845,Base Rent,R13340332,D1,SOVA,,,,"30,778",03-23-2022 06:41 PM,03-23-2022 06:41 PM,11752,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340332_Base Rent
$845,Base Rent,R13339554,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11753,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339554_Base Rent
$845,Base Rent,R13340858,D1,SOVA,,,,"34,908",03-23-2022 06:41 PM,03-23-2022 06:41 PM,11754,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340858_Base Rent
$20,Garage Parking,R13340858,D1,SOVA,,,,"34,908",03-23-2022 06:41 PM,03-23-2022 06:41 PM,11755,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340858_Garage Parking
$845,Base Rent,R13340001,D1,SOVA,,,,"31,027",03-23-2022 06:41 PM,03-23-2022 06:41 PM,11756,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340001_Base Rent
$845,Base Rent,R13340427,D1,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11757,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340427_Base Rent
$855,Base Rent,R13339283,D2,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11758,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339283_Base Rent
$880,Base Rent,R13224802,D3,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11759,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13224802_Base Rent
$880,Base Rent,R13223546,D3,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11760,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13223546_Base Rent
$915,Base Rent,R13308984,D3,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11761,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13308984_Base Rent
$900,Base Rent,R13297949,D3,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11762,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13297949_Base Rent
$865,Base Rent,R13254725,D3,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11763,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13254725_Base Rent
$865,Base Rent,R13313835,D3,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11764,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13313835_Base Rent
$900,Base Rent,R13339954,D3,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11765,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339954_Base Rent
$865,Base Rent,R13335729,D3,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11766,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13335729_Base Rent
$20,Garage Parking,R13335729,D3,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11767,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13335729_Garage Parking
$900,Base Rent,R13339479,D3,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11768,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339479_Base Rent
$900,Base Rent,R13342277,D3,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11769,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13342277_Base Rent
$880,Base Rent,R13340787,D3,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11770,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340787_Base Rent
$20,Garage Parking,R13340787,D3,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11771,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340787_Garage Parking
$865,Base Rent,R13333151,D3,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11772,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13333151_Base Rent
$865,Base Rent,R13340451,D3,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11773,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340451_Base Rent
$865,Base Rent,R13340185,D3,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11774,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340185_Base Rent
$900,Base Rent,R13340328,D3,SOVA,,,,,03-23-2022 06:41 PM,03-23-2022 06:41 PM,11775,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13340328_Base Rent
$865,Base Rent,R13339934,D3,SOVA,,,,"32,063",03-23-2022 06:41 PM,03-23-2022 06:41 PM,11776,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13339934_Base Rent
