Scheduled Charges,Refresh key: Charge Code,Refresh key: Lease ID,Unit Type,Property,Related Import Lease,Import Lease - Lease - Record ID#,Related Import Lease (ref),xQuery - Related Lease,Date Created,Date Modified,Record ID#,Record Owner,Last Modified By,Refresh key
$55,Covered Parking,R13321879,C1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8752,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13321879_Covered Parking
$55,Covered Parking,R13316089,C1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8753,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13316089_Covered Parking
$30,Uncovered Garage Parking,R13313120,C1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8754,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13313120_Uncovered Garage Parking
$55,Covered Parking,R13317018,C1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8755,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13317018_Covered Parking
$30,Uncovered Garage Parking,R13313122,C1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8756,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13313122_Uncovered Garage Parking
$55,Covered Parking,R13321728,C1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8757,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13321728_Covered Parking
$55,Covered Parking,R13327520,C1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8758,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13327520_Covered Parking
$55,Covered Parking,R13327551,C1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8759,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13327551_Covered Parking
$55,Covered Parking,R13316184,C1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8760,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13316184_Covered Parking
$55,Covered Parking,R13216800,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8761,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13216800_Covered Parking
$55,Covered Parking,R13216741,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8762,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13216741_Covered Parking
$55,Covered Parking,R13216496,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8763,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13216496_Covered Parking
$55,Covered Parking,R13220205,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8764,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13220205_Covered Parking
$55,Covered Parking,R13224490,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8765,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13224490_Covered Parking
$30,Uncovered Garage Parking,R13277788,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8766,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13277788_Uncovered Garage Parking
$30,Uncovered Garage Parking,R13248163,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8767,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13248163_Uncovered Garage Parking
$55,Covered Parking,R13283064,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8768,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13283064_Covered Parking
$55,Covered Parking,R13288612,D1,Academy Lincoln,,,,"34,982",01-23-2022 08:08 PM,01-23-2022 08:08 PM,8770,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13288612_Covered Parking
-$645,Model / Office,R13290919,D1,Academy Lincoln,,,,"33,074",01-23-2022 08:08 PM,01-23-2022 08:08 PM,8771,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13290919_Model / Office
-$645,Model / Office,R13290921,D1,Academy Lincoln,,,,"33,075",01-23-2022 08:08 PM,01-23-2022 08:08 PM,8772,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13290921_Model / Office
-$645,Model / Office,R13290922,D1,Academy Lincoln,,,,"33,076",01-23-2022 08:08 PM,01-23-2022 08:08 PM,8773,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13290922_Model / Office
-$645,Model / Office,R13290923,D1,Academy Lincoln,,,,"33,077",01-23-2022 08:08 PM,01-23-2022 08:08 PM,8774,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13290923_Model / Office
$55,Covered Parking,R13223047,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8775,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13223047_Covered Parking
$55,Covered Parking,R13221549,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8776,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13221549_Covered Parking
$55,Covered Parking,R13223075,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8777,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13223075_Covered Parking
$55,Covered Parking,R13227657,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8778,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13227657_Covered Parking
$55,Covered Parking,R13247706,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8779,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13247706_Covered Parking
$55,Covered Parking,R13249029,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8780,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13249029_Covered Parking
$55,Covered Parking,R13087752,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8781,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13087752_Covered Parking
$30,Uncovered Garage Parking,R13087753,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8782,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13087753_Uncovered Garage Parking
$30,Uncovered Garage Parking,R13256248,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8783,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13256248_Uncovered Garage Parking
$55,Covered Parking,R13220386,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8784,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13220386_Covered Parking
$55,Covered Parking,R13251770,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8785,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13251770_Covered Parking
$55,Covered Parking,R13316819,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8786,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13316819_Covered Parking
$55,Covered Parking,R13316490,D1,Academy Lincoln,,,,"31,719",01-23-2022 08:08 PM,01-23-2022 08:08 PM,8787,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13316490_Covered Parking
$55,Covered Parking,R13314560,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8788,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13314560_Covered Parking
$55,Covered Parking,R13321773,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8789,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13321773_Covered Parking
$55,Covered Parking,R13315379,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8790,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13315379_Covered Parking
$55,Covered Parking,R13318688,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8791,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13318688_Covered Parking
$55,Covered Parking,R13329435,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8792,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13329435_Covered Parking
$30,Uncovered Garage Parking,R13321723,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8793,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13321723_Uncovered Garage Parking
$35,Pet Rent,R13315833,D1,Academy Lincoln,,,,"34,399",01-23-2022 08:08 PM,01-23-2022 08:08 PM,8794,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13315833_Pet Rent
$55,Covered Parking,R13315833,D1,Academy Lincoln,,,,"34,399",01-23-2022 08:08 PM,01-23-2022 08:08 PM,8795,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13315833_Covered Parking
$30,Uncovered Garage Parking,R13321804,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8796,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13321804_Uncovered Garage Parking
$55,Covered Parking,R13314566,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8797,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13314566_Covered Parking
$55,Covered Parking,R13316077,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8798,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13316077_Covered Parking
$55,Covered Parking,R13317574,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8799,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13317574_Covered Parking
$55,Covered Parking,R13317945,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8800,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13317945_Covered Parking
$55,Covered Parking,R13322764,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8801,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13322764_Covered Parking
$55,Covered Parking,R13318154,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8802,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13318154_Covered Parking
$30,Uncovered Garage Parking,R13315948,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8803,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13315948_Uncovered Garage Parking
$55,Covered Parking,R13317206,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8804,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13317206_Covered Parking
$35,Pet Rent,R13317206,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8805,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13317206_Pet Rent
$30,Uncovered Garage Parking,R13312531,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8806,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13312531_Uncovered Garage Parking
$55,Covered Parking,R13315832,D1,Academy Lincoln,,,,"32,517",01-23-2022 08:08 PM,01-23-2022 08:08 PM,8807,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13315832_Covered Parking
$55,Covered Parking,R13322770,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8808,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13322770_Covered Parking
$55,Covered Parking,R13330861,D1,Academy Lincoln,,,,"35,065",01-23-2022 08:08 PM,01-23-2022 08:08 PM,8809,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13330861_Covered Parking
$35,Pet Rent,R13309561,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8810,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13309561_Pet Rent
$55,Covered Parking,R13329629,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8811,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13329629_Covered Parking
$55,Covered Parking,R13324620,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8812,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13324620_Covered Parking
$55,Covered Parking,R13318391,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8813,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13318391_Covered Parking
$55,Covered Parking,R13317338,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8815,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13317338_Covered Parking
$55,Covered Parking,R13308105,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8816,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13308105_Covered Parking
$55,Covered Parking,R13320462,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8817,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13320462_Covered Parking
$55,Covered Parking,R13322769,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8818,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13322769_Covered Parking
$30,Uncovered Garage Parking,R13314288,D1,Academy Lincoln,,,,"32,443",01-23-2022 08:08 PM,01-23-2022 08:08 PM,8819,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13314288_Uncovered Garage Parking
$55,Covered Parking,R13317588,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8820,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13317588_Covered Parking
$30,Uncovered Garage Parking,R13322743,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8821,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13322743_Uncovered Garage Parking
$55,Covered Parking,R13317581,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8822,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13317581_Covered Parking
$55,Covered Parking,R13318503,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8823,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13318503_Covered Parking
$55,Covered Parking,R13317851,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8824,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13317851_Covered Parking
$55,Covered Parking,R13314289,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8825,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13314289_Covered Parking
$55,Covered Parking,R13316136,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8826,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13316136_Covered Parking
$55,Covered Parking,R13312821,D1,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8827,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13312821_Covered Parking
$55,Covered Parking,R13216642,D2,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8828,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13216642_Covered Parking
$55,Covered Parking,R13216644,D2,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8829,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13216644_Covered Parking
$55,Covered Parking,R13314623,D2,Academy Lincoln,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8830,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13314623_Covered Parking
$75,Garage Parking,R13281044,A1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8842,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13281044_Garage Parking
$6,Landlord Liability Protection Plan,R13318336,A1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8845,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13318336_Landlord Liability Protection Plan
$75,Garage Parking,R13314831,A1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8846,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13314831_Garage Parking
$75,Garage Parking,R13188022,A1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8847,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13188022_Garage Parking
$75,Garage Parking,R13314001,A1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8852,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13314001_Garage Parking
$75,Garage Parking,R13278518,A1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8854,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13278518_Garage Parking
$75,Garage Parking,R13217613,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8855,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13217613_Garage Parking
$75,Garage Parking,R13220100,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8856,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13220100_Garage Parking
"-$1,215",Model / Office,R13278079,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8857,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13278079_Model / Office
"-$1,215",Model / Office,R13278083,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8858,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13278083_Model / Office
$75,Garage Parking,R13253112,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8859,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13253112_Garage Parking
$75,Garage Parking,R13222585,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8860,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13222585_Garage Parking
$75,Garage Parking,R13224209,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8861,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13224209_Garage Parking
$75,Garage Parking,R13158564,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8863,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13158564_Garage Parking
$10,Landlord Liability Protection Plan,R13324628,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8864,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13324628_Landlord Liability Protection Plan
$75,Garage Parking,R13324628,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8866,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13324628_Garage Parking
$75,Garage Parking,R13158175,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8867,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13158175_Garage Parking
$75,Garage Parking,R13156567,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8868,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13156567_Garage Parking
$75,Garage Parking,R13244920,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8869,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13244920_Garage Parking
$75,Garage Parking,R13244919,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8870,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13244919_Garage Parking
$75,Garage Parking,R13245203,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8871,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13245203_Garage Parking
$75,Garage Parking,R13248477,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8872,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13248477_Garage Parking
$75,Garage Parking,R13321885,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8873,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13321885_Garage Parking
$75,Garage Parking,R13324640,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8874,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13324640_Garage Parking
$75,Garage Parking,R13317143,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8875,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13317143_Garage Parking
$75,Garage Parking,R13247697,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8876,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13247697_Garage Parking
$75,Garage Parking,R13220339,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8877,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13220339_Garage Parking
$75,Garage Parking,R13220941,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8878,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13220941_Garage Parking
$75,Garage Parking,R13219869,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8879,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13219869_Garage Parking
$75,Garage Parking,R13219774,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8880,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13219774_Garage Parking
$75,Garage Parking,R13321624,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8881,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13321624_Garage Parking
$75,Garage Parking,R13321483,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8882,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13321483_Garage Parking
$75,Garage Parking,R13247679,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8883,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13247679_Garage Parking
$75,Garage Parking,R13245116,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8884,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13245116_Garage Parking
$75,Garage Parking,R13282960,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8885,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13282960_Garage Parking
$75,Garage Parking,R13272788,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8886,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13272788_Garage Parking
$75,Garage Parking,R13320146,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8887,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13320146_Garage Parking
$75,Garage Parking,R13329174,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8888,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13329174_Garage Parking
$75,Garage Parking,R13317327,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8889,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13317327_Garage Parking
$75,Garage Parking,R13329061,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8890,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13329061_Garage Parking
$75,Garage Parking,R13315590,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8891,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13315590_Garage Parking
$75,Garage Parking,R13313962,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8892,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13313962_Garage Parking
$75,Garage Parking,R13318826,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8893,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13318826_Garage Parking
$75,Garage Parking,R13324973,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8894,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13324973_Garage Parking
$75,Garage Parking,R13318516,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8896,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13318516_Garage Parking
$75,Garage Parking,R13315588,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8897,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13315588_Garage Parking
$75,Garage Parking,R13313954,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8898,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13313954_Garage Parking
$75,Garage Parking,R13320771,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8899,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13320771_Garage Parking
$75,Garage Parking,R13318261,B1,Everly on The Loop,,,,,01-23-2022 08:08 PM,01-23-2022 08:08 PM,8900,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>,R13318261_Garage Parking
