Lease ID,Lease Interval ID,Scheduled Charge ID,Charge Code ID,Charge Code,Charge Type,Charge Start Date,Charge End Date,Charge Amount,Charge Frequency,timestamp,owner,xQuery - Related Lease,Related Code,Charge Usage,Date Created,Date Modified,Record ID#,Record Owner,Last Modified By
"13,311,202","16,898,840","41,085,754","148,134",Garage Parking,other,07-01-2023,07-31-2024,$25,Monthly,1669105271,gmh,"30,401","148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14472,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,207","16,897,160","40,977,119","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$745,Monthly,1669105271,gmh,"31,113","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14473,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,207","16,897,160","40,977,120","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"31,113","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14474,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,371","16,897,708","40,978,593","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$745,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14475,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,371","16,897,708","40,978,594","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14476,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,371","16,897,708","40,978,595","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14477,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,574","16,906,304","41,027,709","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$835,Monthly,1669105271,gmh,"30,638","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14478,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,574","16,906,304","41,027,710","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"30,638","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14479,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,574","16,906,304","41,027,711","148,134",Garage Parking,other,08-01-2023,07-31-2024,$25,Monthly,1669105271,gmh,"30,638","148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14480,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,823","16,909,929","41,048,493","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14481,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,823","16,909,929","41,048,492","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$725,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14482,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,823","16,909,929","41,048,494","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14483,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,826","16,909,955","41,048,568","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14484,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,826","16,909,955","41,048,567","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14485,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,826","16,909,955","41,048,566","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$700,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14486,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,827","16,909,962","41,048,576","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14487,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,827","16,909,962","41,048,574","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$700,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14488,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,827","16,909,962","41,048,575","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14489,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,828","16,910,042","41,048,823","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$725,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14490,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,311,828","16,910,042","41,048,824","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14491,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,059","16,898,797","40,983,010","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"30,493","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14492,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,059","16,898,797","40,983,009","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$800,Monthly,1669105271,gmh,"30,493","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14493,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,071","16,898,965","40,984,796","148,134",Garage Parking,other,08-01-2023,07-31-2024,$25,Monthly,1669105271,gmh,"30,547","148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14494,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,071","16,898,965","40,984,794","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,465",Monthly,1669105271,gmh,"30,547","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14495,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,071","16,898,965","40,984,795","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"30,547","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14496,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,223","16,905,838","41,025,689","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$835,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14497,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,223","16,905,838","41,025,690","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14498,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,223","16,905,838","41,025,691","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14499,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,299","16,910,004","41,048,671","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$725,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14500,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,299","16,910,004","41,048,672","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14501,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,299","16,910,004","41,048,673","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14502,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,303","16,910,009","41,048,678","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$725,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14503,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,303","16,910,009","41,048,680","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14504,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,303","16,910,009","41,048,679","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14505,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,305","16,897,845","40,978,943","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14506,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,305","16,897,845","40,978,941","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$770,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14507,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,305","16,897,845","40,978,942","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14508,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,375","16,900,884","40,996,085","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14509,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,375","16,900,884","40,996,084","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$775,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14510,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,375","16,900,884","40,996,086","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14511,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,407","16,896,531","40,975,317","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,515",Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14512,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,407","16,896,531","40,975,318","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14513,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,407","16,896,531","40,975,319","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14514,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,426","16,911,470","41,053,266","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"30,977","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14515,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,426","16,911,470","41,053,265","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$805,Monthly,1669105271,gmh,"30,977","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14516,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,426","16,911,470","41,053,267","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,"30,977","148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14517,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,469","16,899,101","40,987,077","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14518,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,469","16,899,101","40,987,078","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14519,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,469","16,899,101","40,987,076","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$800,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14520,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,556","16,904,638","41,010,953","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"30,864","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14521,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,556","16,904,638","41,010,952","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,020",Monthly,1669105271,gmh,"30,864","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14522,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,556","16,904,638","41,010,954","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,"30,864","148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14523,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,731","16,906,347","41,027,780","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"31,120","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14524,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,731","16,906,347","41,027,779","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$835,Monthly,1669105271,gmh,"31,120","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14525,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,731","16,906,347","41,027,781","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,"31,120","148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14526,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,732","16,898,721","40,982,823","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$770,Monthly,1669105271,gmh,"30,866","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14527,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,732","16,898,721","40,982,824","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"30,866","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14528,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,869","16,897,337","40,977,606","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,"30,863","148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14529,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,869","16,897,337","40,977,604","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$995,Monthly,1669105271,gmh,"30,863","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14530,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,869","16,897,337","40,977,605","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"30,863","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14531,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,972","16,902,563","41,005,235","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$775,Monthly,1669105271,gmh,"31,111","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14532,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,972","16,902,563","41,005,236","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"31,111","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14533,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,972","16,902,563","41,005,237","148,134",Garage Parking,other,08-01-2023,07-31-2024,$25,Monthly,1669105271,gmh,"31,111","148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14534,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,988","16,916,671","41,077,428","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$850,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14535,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,312,988","16,916,671","41,077,429","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14536,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,256","16,908,829","41,040,924","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"31,136","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14537,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,256","16,908,829","41,040,923","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$780,Monthly,1669105271,gmh,"31,136","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14538,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,266","16,915,387","41,073,905","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"31,232","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14539,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,266","16,915,387","41,073,904","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$830,Monthly,1669105271,gmh,"31,232","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14540,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,304","16,916,540","41,077,072","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$855,Monthly,1669105271,gmh,"30,979","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14541,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,304","16,916,540","41,077,073","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"30,979","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14542,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,304","16,916,540","41,077,074","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,"30,979","148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14543,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,330","16,898,086","40,979,908","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$995,Monthly,1669105271,gmh,"30,397","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14544,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,330","16,898,086","40,979,909","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"30,397","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14545,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,330","16,898,086","40,979,910","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,"30,397","148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14546,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,333","16,905,943","41,026,272","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,030",Monthly,1669105271,gmh,"30,396","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14547,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,333","16,905,943","41,026,273","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"30,396","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14548,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,333","16,905,943","41,026,274","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,"30,396","148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14549,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,344","16,906,353","41,027,794","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14550,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,344","16,906,353","41,027,793","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,040",Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14551,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,344","16,906,353","41,027,795","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14552,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,370","16,903,178","41,006,630","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,020",Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14553,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,370","16,903,178","41,006,632","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14554,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,370","16,903,178","41,006,631","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14555,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,371","16,903,149","41,006,545","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,020",Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14556,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,371","16,903,149","41,006,546","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14557,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,371","16,903,149","41,006,547","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14558,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,383","16,913,969","41,066,135","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$910,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14559,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,383","16,913,969","41,066,136","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14560,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,383","16,913,969","41,066,137","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14561,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,388","16,914,111","41,066,466","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14562,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,388","16,914,111","41,066,465","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$920,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14563,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,388","16,914,111","41,066,467","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14564,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,393","16,913,939","41,066,107","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14565,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,393","16,913,939","41,066,108","148,134",Garage Parking,other,08-01-2023,07-31-2024,$25,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14566,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,393","16,913,939","41,066,106","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$885,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14567,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,468","16,905,805","41,025,333","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"30,484","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14568,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,468","16,905,805","41,025,332","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,030",Monthly,1669105271,gmh,"30,484","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14569,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,313,475","16,905,759","41,024,329","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"30,485","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14570,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
