Floorplan - Property Name,Floorplan Name,Tier Lease Type,Tier Status,Tier #,Tier Type,Tier Rate,# of Leases Allowed,Tier Rate Increase,# of Leases Signed,# of Leases Remaining,Add Lease,Date Created,Date Modified,Earliest Lease Sign Date - Last Term,Floorplan - Active New Lease Tier Number,Floorplan - Active Renewal Tier Number,"Floorplan - Average Base Installment Rate, Current Term","Floorplan - Average Base Installment Rate, Last Term",Last Modified By,Latest Lease Sign Date - Last Term,Lease Term,Leases,Property / Floorplan / Term / Type,Record ID#,Record Owner,Related Floorplan,Remaining Potential Rent,Tier Name,"Total Base Installment Rate, Current Term",xCurrent Term,xSystem - New Lease Tier Check,xSystem - Renewal Tier Check,Floorplan - Property - Live,Assignment Key,Average Tier Rate,Floorplan - Total Beds,Floorplan - Active New Lease Tier ID#,Floorplan - Active Renewal Tier ID#,Floorplan - Budget Installment Amount,Floorplan - Property Access
The Academy at Frisco,Studio,New Lease,COMPLETE,1,,$825,8,,,8,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1343&_fid_11=122&_fid_10=825&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,"$1,258.75","$1,029.25",JT Bailey <62477437.bhmt>,,2022 - 2023,1343,The Academy at Frisco / Studio / 2022 - 2023 / New Lease,1343,JT Bailey <62477437.bhmt>,122,$6600,The Academy at Frisco - Studio - New Lease #1 - $825,,2024 - 2025,no,no,no,The Academy at Frisco - Studio - 825 - 2022 - 2023,,20,,,$825, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,A1,New Lease,COMPLETE,1,,$995,12,,,12,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1344&_fid_11=110&_fid_10=995&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,"$1,393.4285714286","$1,178.7096774194",JT Bailey <62477437.bhmt>,,2022 - 2023,1344,The Academy at Frisco / A1 / 2022 - 2023 / New Lease,1344,JT Bailey <62477437.bhmt>,110,"$11,700",The Academy at Frisco - A1 - New Lease #1 - $995,,2024 - 2025,no,no,no,The Academy at Frisco - A1 - 995 - 2022 - 2023,,31,,,$975, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,A2,New Lease,COMPLETE,1,,$995,3,,,3,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1345&_fid_11=111&_fid_10=995&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,"$1,441.6666666667","$1,055",JT Bailey <62477437.bhmt>,,2022 - 2023,1345,The Academy at Frisco / A2 / 2022 - 2023 / New Lease,1345,JT Bailey <62477437.bhmt>,111,$2925,The Academy at Frisco - A2 - New Lease #1 - $995,,2024 - 2025,no,no,no,The Academy at Frisco - A2 - 995 - 2022 - 2023,,3,,,$975, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,B1,New Lease,COMPLETE,1,,$720,20,,,20,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1346&_fid_11=112&_fid_10=720&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$922.44897959184,$819.47916666667,JT Bailey <62477437.bhmt>,,2022 - 2023,1346,The Academy at Frisco / B1 / 2022 - 2023 / New Lease,1346,JT Bailey <62477437.bhmt>,112,"$15,000",The Academy at Frisco - B1 - New Lease #1 - $720,,2024 - 2025,no,no,no,The Academy at Frisco - B1 - 720 - 2022 - 2023,,48,,,$750, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,B2,New Lease,COMPLETE,1,,$735,4,,,4,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1347&_fid_11=113&_fid_10=735&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$940.9090909091,$842,JT Bailey <62477437.bhmt>,,2022 - 2023,1347,The Academy at Frisco / B2 / 2022 - 2023 / New Lease,1347,JT Bailey <62477437.bhmt>,113,$3000,The Academy at Frisco - B2 - New Lease #1 - $735,,2024 - 2025,no,no,no,The Academy at Frisco - B2 - 735 - 2022 - 2023,,10,,,$750, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,B3,New Lease,COMPLETE,1,,$735,4,,,4,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1348&_fid_11=114&_fid_10=735&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$940.35714285714,$880,JT Bailey <62477437.bhmt>,,2022 - 2023,1348,The Academy at Frisco / B3 / 2022 - 2023 / New Lease,1348,JT Bailey <62477437.bhmt>,114,$3040,The Academy at Frisco - B3 - New Lease #1 - $735,,2024 - 2025,no,no,no,The Academy at Frisco - B3 - 735 - 2022 - 2023,,10,,,$760, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,C1,New Lease,COMPLETE,1,,$710,10,,,10,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1349&_fid_11=115&_fid_10=710&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$884.16666666667,$784.16666666667,JT Bailey <62477437.bhmt>,,2022 - 2023,1349,The Academy at Frisco / C1 / 2022 - 2023 / New Lease,1349,JT Bailey <62477437.bhmt>,115,$7250,The Academy at Frisco - C1 - New Lease #1 - $710,,2024 - 2025,no,no,no,The Academy at Frisco - C1 - 710 - 2022 - 2023,,18,,,$725, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,D1,New Lease,COMPLETE,1,,$550,84,,,84,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1350&_fid_11=116&_fid_10=550&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$831.9918699187,$637.01754385965,JT Bailey <62477437.bhmt>,,2022 - 2023,1350,The Academy at Frisco / D1 / 2022 - 2023 / New Lease,1350,JT Bailey <62477437.bhmt>,116,"$46,200",The Academy at Frisco - D1 - New Lease #1 - $550,,2024 - 2025,no,no,no,The Academy at Frisco - D1 - 550 - 2022 - 2023,,228,,,$550, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,D2,New Lease,COMPLETE,1,,$545,52,,,52,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1351&_fid_11=117&_fid_10=545&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$816.38888888889,$643.8489208633,JT Bailey <62477437.bhmt>,,2022 - 2023,1351,The Academy at Frisco / D2 / 2022 - 2023 / New Lease,1351,JT Bailey <62477437.bhmt>,117,"$28,600",The Academy at Frisco - D2 - New Lease #1 - $545,,2024 - 2025,no,no,no,The Academy at Frisco - D2 - 545 - 2022 - 2023,,140,,,$550, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,D3,New Lease,COMPLETE,1,,$530,8,,,8,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1352&_fid_11=118&_fid_10=530&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$800.25,$611.875,JT Bailey <62477437.bhmt>,,2022 - 2023,1352,The Academy at Frisco / D3 / 2022 - 2023 / New Lease,1352,JT Bailey <62477437.bhmt>,118,$4320,The Academy at Frisco - D3 - New Lease #1 - $530,,2024 - 2025,no,no,no,The Academy at Frisco - D3 - 530 - 2022 - 2023,,16,,,$540, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,D4,New Lease,COMPLETE,1,,$580,16,,,16,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1353&_fid_11=119&_fid_10=580&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$824.3953488372,$665.125,JT Bailey <62477437.bhmt>,,2022 - 2023,1353,The Academy at Frisco / D4 / 2022 - 2023 / New Lease,1353,JT Bailey <62477437.bhmt>,119,$9040,The Academy at Frisco - D4 - New Lease #1 - $580,,2024 - 2025,no,no,no,The Academy at Frisco - D4 - 580 - 2022 - 2023,,40,,,$565, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,D5,New Lease,COMPLETE,1,,$575,28,,,28,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1354&_fid_11=120&_fid_10=575&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$810.83950617284,$664.34210526316,JT Bailey <62477437.bhmt>,,2022 - 2023,1354,The Academy at Frisco / D5 / 2022 - 2023 / New Lease,1354,JT Bailey <62477437.bhmt>,120,"$15,680",The Academy at Frisco - D5 - New Lease #1 - $575,,2024 - 2025,no,no,no,The Academy at Frisco - D5 - 575 - 2022 - 2023,,76,,,$560, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,Studio,New Lease,COMPLETE,2,,$840,6,,,6,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1355&_fid_11=122&_fid_10=840&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,"$1,258.75","$1,029.25",JT Bailey <62477437.bhmt>,,2022 - 2023,1355,The Academy at Frisco / Studio / 2022 - 2023 / New Lease,1355,JT Bailey <62477437.bhmt>,122,$4950,The Academy at Frisco - Studio - New Lease #2 - $840,,2024 - 2025,no,no,no,The Academy at Frisco - Studio - 840 - 2022 - 2023,,20,,,$825, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,A1,New Lease,COMPLETE,2,,"$1,005",12,,,12,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1356&_fid_11=110&_fid_10=1005&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,"$1,393.4285714286","$1,178.7096774194",JT Bailey <62477437.bhmt>,,2022 - 2023,1356,The Academy at Frisco / A1 / 2022 - 2023 / New Lease,1356,JT Bailey <62477437.bhmt>,110,"$11,700",The Academy at Frisco - A1 - New Lease #2 - $1005,,2024 - 2025,no,no,no,The Academy at Frisco - A1 - 1005 - 2022 - 2023,,31,,,$975, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,B1,New Lease,COMPLETE,2,,$730,20,,,20,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1357&_fid_11=112&_fid_10=730&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$922.44897959184,$819.47916666667,JT Bailey <62477437.bhmt>,,2022 - 2023,1357,The Academy at Frisco / B1 / 2022 - 2023 / New Lease,1357,JT Bailey <62477437.bhmt>,112,"$15,000",The Academy at Frisco - B1 - New Lease #2 - $730,,2024 - 2025,no,no,no,The Academy at Frisco - B1 - 730 - 2022 - 2023,,48,,,$750, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,B2,New Lease,COMPLETE,2,,$745,4,,,4,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1358&_fid_11=113&_fid_10=745&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$940.9090909091,$842,JT Bailey <62477437.bhmt>,,2022 - 2023,1358,The Academy at Frisco / B2 / 2022 - 2023 / New Lease,1358,JT Bailey <62477437.bhmt>,113,$3000,The Academy at Frisco - B2 - New Lease #2 - $745,,2024 - 2025,no,no,no,The Academy at Frisco - B2 - 745 - 2022 - 2023,,10,,,$750, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,B3,New Lease,COMPLETE,2,,$745,4,,,4,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1359&_fid_11=114&_fid_10=745&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$940.35714285714,$880,JT Bailey <62477437.bhmt>,,2022 - 2023,1359,The Academy at Frisco / B3 / 2022 - 2023 / New Lease,1359,JT Bailey <62477437.bhmt>,114,$3040,The Academy at Frisco - B3 - New Lease #2 - $745,,2024 - 2025,no,no,no,The Academy at Frisco - B3 - 745 - 2022 - 2023,,10,,,$760, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,C1,New Lease,COMPLETE,2,,$715,8,,,8,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1360&_fid_11=115&_fid_10=715&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$884.16666666667,$784.16666666667,JT Bailey <62477437.bhmt>,,2022 - 2023,1360,The Academy at Frisco / C1 / 2022 - 2023 / New Lease,1360,JT Bailey <62477437.bhmt>,115,$5800,The Academy at Frisco - C1 - New Lease #2 - $715,,2024 - 2025,no,no,no,The Academy at Frisco - C1 - 715 - 2022 - 2023,,18,,,$725, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,D1,New Lease,COMPLETE,2,,$560,84,,,84,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1361&_fid_11=116&_fid_10=560&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$831.9918699187,$637.01754385965,JT Bailey <62477437.bhmt>,,2022 - 2023,1361,The Academy at Frisco / D1 / 2022 - 2023 / New Lease,1361,JT Bailey <62477437.bhmt>,116,"$46,200",The Academy at Frisco - D1 - New Lease #2 - $560,,2024 - 2025,no,no,no,The Academy at Frisco - D1 - 560 - 2022 - 2023,,228,,,$550, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,D2,New Lease,COMPLETE,2,,$555,52,,,52,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1362&_fid_11=117&_fid_10=555&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$816.38888888889,$643.8489208633,JT Bailey <62477437.bhmt>,,2022 - 2023,1362,The Academy at Frisco / D2 / 2022 - 2023 / New Lease,1362,JT Bailey <62477437.bhmt>,117,"$28,600",The Academy at Frisco - D2 - New Lease #2 - $555,,2024 - 2025,no,no,no,The Academy at Frisco - D2 - 555 - 2022 - 2023,,140,,,$550, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,D3,New Lease,COMPLETE,2,,$540,4,,,4,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1363&_fid_11=118&_fid_10=540&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$800.25,$611.875,JT Bailey <62477437.bhmt>,,2022 - 2023,1363,The Academy at Frisco / D3 / 2022 - 2023 / New Lease,1363,JT Bailey <62477437.bhmt>,118,$2160,The Academy at Frisco - D3 - New Lease #2 - $540,,2024 - 2025,no,no,no,The Academy at Frisco - D3 - 540 - 2022 - 2023,,16,,,$540, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,D4,New Lease,COMPLETE,2,,$590,12,,,12,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1364&_fid_11=119&_fid_10=590&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$824.3953488372,$665.125,JT Bailey <62477437.bhmt>,,2022 - 2023,1364,The Academy at Frisco / D4 / 2022 - 2023 / New Lease,1364,JT Bailey <62477437.bhmt>,119,$6780,The Academy at Frisco - D4 - New Lease #2 - $590,,2024 - 2025,no,no,no,The Academy at Frisco - D4 - 590 - 2022 - 2023,,40,,,$565, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,D5,New Lease,COMPLETE,2,,$580,28,,,28,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1365&_fid_11=120&_fid_10=580&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$810.83950617284,$664.34210526316,JT Bailey <62477437.bhmt>,,2022 - 2023,1365,The Academy at Frisco / D5 / 2022 - 2023 / New Lease,1365,JT Bailey <62477437.bhmt>,120,"$15,680",The Academy at Frisco - D5 - New Lease #2 - $580,,2024 - 2025,no,no,no,The Academy at Frisco - D5 - 580 - 2022 - 2023,,76,,,$560, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,Studio,New Lease,COMPLETE,3,,$850,6,,,6,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1366&_fid_11=122&_fid_10=850&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,"$1,258.75","$1,029.25",JT Bailey <62477437.bhmt>,,2022 - 2023,1366,The Academy at Frisco / Studio / 2022 - 2023 / New Lease,1366,JT Bailey <62477437.bhmt>,122,$4950,The Academy at Frisco - Studio - New Lease #3 - $850,,2024 - 2025,no,no,no,The Academy at Frisco - Studio - 850 - 2022 - 2023,,20,,,$825, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,A1,New Lease,COMPLETE,3,,"$1,015",7,,,7,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1367&_fid_11=110&_fid_10=1015&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,"$1,393.4285714286","$1,178.7096774194",JT Bailey <62477437.bhmt>,,2022 - 2023,1367,The Academy at Frisco / A1 / 2022 - 2023 / New Lease,1367,JT Bailey <62477437.bhmt>,110,$6825,The Academy at Frisco - A1 - New Lease #3 - $1015,,2024 - 2025,no,no,no,The Academy at Frisco - A1 - 1015 - 2022 - 2023,,31,,,$975, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,B1,New Lease,COMPLETE,3,,$740,8,,,8,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1368&_fid_11=112&_fid_10=740&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$922.44897959184,$819.47916666667,JT Bailey <62477437.bhmt>,,2022 - 2023,1368,The Academy at Frisco / B1 / 2022 - 2023 / New Lease,1368,JT Bailey <62477437.bhmt>,112,$6000,The Academy at Frisco - B1 - New Lease #3 - $740,,2024 - 2025,no,no,no,The Academy at Frisco - B1 - 740 - 2022 - 2023,,48,,,$750, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,B2,New Lease,COMPLETE,3,,$755,2,,,2,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1369&_fid_11=113&_fid_10=755&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$940.9090909091,$842,JT Bailey <62477437.bhmt>,,2022 - 2023,1369,The Academy at Frisco / B2 / 2022 - 2023 / New Lease,1369,JT Bailey <62477437.bhmt>,113,$1500,The Academy at Frisco - B2 - New Lease #3 - $755,,2024 - 2025,no,no,no,The Academy at Frisco - B2 - 755 - 2022 - 2023,,10,,,$750, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,B3,New Lease,COMPLETE,3,,$755,2,,,2,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1370&_fid_11=114&_fid_10=755&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$940.35714285714,$880,JT Bailey <62477437.bhmt>,,2022 - 2023,1370,The Academy at Frisco / B3 / 2022 - 2023 / New Lease,1370,JT Bailey <62477437.bhmt>,114,$1520,The Academy at Frisco - B3 - New Lease #3 - $755,,2024 - 2025,no,no,no,The Academy at Frisco - B3 - 755 - 2022 - 2023,,10,,,$760, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,D1,New Lease,COMPLETE,3,,$570,60,,,60,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1371&_fid_11=116&_fid_10=570&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$831.9918699187,$637.01754385965,JT Bailey <62477437.bhmt>,,2022 - 2023,1371,The Academy at Frisco / D1 / 2022 - 2023 / New Lease,1371,JT Bailey <62477437.bhmt>,116,"$33,000",The Academy at Frisco - D1 - New Lease #3 - $570,,2024 - 2025,no,no,no,The Academy at Frisco - D1 - 570 - 2022 - 2023,,228,,,$550, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,D2,New Lease,COMPLETE,3,,$565,36,,,36,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1372&_fid_11=117&_fid_10=565&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$816.38888888889,$643.8489208633,JT Bailey <62477437.bhmt>,,2022 - 2023,1372,The Academy at Frisco / D2 / 2022 - 2023 / New Lease,1372,JT Bailey <62477437.bhmt>,117,"$19,800",The Academy at Frisco - D2 - New Lease #3 - $565,,2024 - 2025,no,no,no,The Academy at Frisco - D2 - 565 - 2022 - 2023,,140,,,$550, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,D3,New Lease,COMPLETE,3,,$550,4,,,4,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1373&_fid_11=118&_fid_10=550&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$800.25,$611.875,JT Bailey <62477437.bhmt>,,2022 - 2023,1373,The Academy at Frisco / D3 / 2022 - 2023 / New Lease,1373,JT Bailey <62477437.bhmt>,118,$2160,The Academy at Frisco - D3 - New Lease #3 - $550,,2024 - 2025,no,no,no,The Academy at Frisco - D3 - 550 - 2022 - 2023,,16,,,$540, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,D4,New Lease,COMPLETE,3,,$600,12,,,12,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1374&_fid_11=119&_fid_10=600&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$824.3953488372,$665.125,JT Bailey <62477437.bhmt>,,2022 - 2023,1374,The Academy at Frisco / D4 / 2022 - 2023 / New Lease,1374,JT Bailey <62477437.bhmt>,119,$6780,The Academy at Frisco - D4 - New Lease #3 - $600,,2024 - 2025,no,no,no,The Academy at Frisco - D4 - 600 - 2022 - 2023,,40,,,$565, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
The Academy at Frisco,D5,New Lease,COMPLETE,3,,$585,20,,,20,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1375&_fid_11=120&_fid_10=585&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:36 AM,,,,$810.83950617284,$664.34210526316,JT Bailey <62477437.bhmt>,,2022 - 2023,1375,The Academy at Frisco / D5 / 2022 - 2023 / New Lease,1375,JT Bailey <62477437.bhmt>,120,"$11,200",The Academy at Frisco - D5 - New Lease #3 - $585,,2024 - 2025,no,no,no,The Academy at Frisco - D5 - 585 - 2022 - 2023,,76,,,$560, Aaron  Doucet <63066642.d9eq>; Anthony  Blok <63066643.d4k2>;Jessica Burrough <63070218.yq68>
SOVA,A1,New Lease,COMPLETE,1,,"$1,150",6,,,6,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1322&_fid_11=86&_fid_10=1150&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:34 AM,,,,"$1,400","$1,223.75",JT Bailey <62477437.bhmt>,,2022 - 2023,1322,SOVA / A1 / 2022 - 2023 / New Lease,1322,JT Bailey <62477437.bhmt>,86,$6690,SOVA - A1 - New Lease #1 - $1150,,2024 - 2025,no,no,no,SOVA - A1 - 1150 - 2022 - 2023,,20,,,"$1,115", Justin  Huntley <63066648.ce6c>;Sarah Garcia <63070221.jj9w>;Shomari Watford <63070220.stxa>
SOVA,B1,New Lease,COMPLETE,1,,$945,18,,,18,https://gmh.quickbase.com/db/bq5hz7i6d?a=API_GenAddRecordForm&_fid_65=1323&_fid_11=87&_fid_10=945&_fid_32=New%20Lease&z=9mf,11-29-2021 10:29 AM,11-29-2021 10:34 AM,,,,"$1,095.7926829268","$1,039.0151515152",JT Bailey <62477437.bhmt>,,2022 - 2023,1323,SOVA / B1 / 2022 - 2023 / New Lease,1323,JT Bailey <62477437.bhmt>,87,"$16,470",SOVA - B1 - New Lease #1 - $945,,2024 - 2025,no,no,no,SOVA - B1 - 945 - 2022 - 2023,,64,,,$915, Justin  Huntley <63066648.ce6c>;Sarah Garcia <63070221.jj9w>;Shomari Watford <63070220.stxa>
